Начальная станция; Конечная станция; УП; Вес;
АНИСИМОВКА-КРАСНОАРМЕЙСКИЙ; АНИСИМОВКА — КРАСНОАРМЕЙСКИЙ;1;
УРУЛЮНГУЙ-КРАСНОКАМЕНСК; УРУЛЮНГУЙ — КРАСНОКАМЕНСК;1;
МАРГУЦЕК-УРУЛЮНГУЙ; МАРГУЦЕК — УРУЛЮНГУЙ;1;
БАЗАИХА-КРАСНОЯРСК-ВОСТОЧНЫЙ; БАЗАИХА — КРАСНОЯРСК-ВОСТОЧНЫЙ;1;
БАЗАИХА-ЗЫКОВО; БАЗАИХА — ЗЫКОВО;1;
КРАСНОЯРСК-СЕВЕРНЫЙ-КРАСНОЯРСК-ВОСТОЧНЫЙ; КРАСНОЯРСК-СЕВЕРНЫЙ — КРАСНОЯРСК-ВОСТОЧНЫЙ;1;
БУГАЧ-КРАСНОЯРСК-СЕВЕРНЫЙ; БУГАЧ — КРАСНОЯРСК-СЕВЕРНЫЙ;1;
ЗИЛОВО-КСЕНЬЕВСКАЯ; ЗИЛОВО — КСЕНЬЕВСКАЯ;1;
СОЛЛУ-КУЗНЕЦОВСКИЙ; СОЛЛУ — КУЗНЕЦОВСКИЙ;1;
ИЗВЕСТКОВАЯ-КУЛЬДУР; ИЗВЕСТКОВАЯ — КУЛЬДУР;30;
ГУРСКОЕ-КУН; ГУРСКОЕ — КУН;1;
ЭЛЬДИГАН-КУН; ЭЛЬДИГАН — КУН;1;
ДАБАН-КУНЕРМА; ДАБАН — КУНЕРМА;1;
ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ-КУЭНГА; ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ — КУЭНГА;1;
СРЕТЕНСК-КУЭНГА; СРЕТЕНСК — КУЭНГА;1;
ЯКУРИМ-ЛЕНА; ЯКУРИМ — ЛЕНА;1;
ЛЕНА-ВОСТОЧНАЯ-ЯКУРИМ; ЛЕНА-ВОСТОЧНАЯ — ЯКУРИМ;1;
ХРЕБТОВАЯ-ЛЕНА; ХРЕБТОВАЯ — ЛЕНА;1;
ЧУДНИЧНЫЙ-ЛЕНА-ВОСТОЧНАЯ; ЧУДНИЧНЫЙ — ЛЕНА-ВОСТОЧНАЯ;1;
ТУРГУТУЙ-ЛЕСНАЯ; ТУРГУТУЙ — ЛЕСНАЯ;1;
АБАЛАКОВО-ЛЕСОСИБИРСК; АБАЛАКОВО — ЛЕСОСИБИРСК;1;
ТАЛДАН-МАГДАГАЧИ; ТАЛДАН — МАГДАГАЧИ;1;
ХАРАНОР-МАРГУЦЕК; ХАРАНОР — МАРГУЦЕК;1;
ХИЛОК-МОГЗОН; ХИЛОК — МОГЗОН;1;
ТУРГУТУЙ-МОГЗОН; ТУРГУТУЙ — МОГЗОН;1;
КСЕНЬЕВСКАЯ-МОГОЧА; КСЕНЬЕВСКАЯ — МОГОЧА;1;
ВЫСОКОГОРНАЯ-МОНГОХТО; ВЫСОКОГОРНАЯ — МОНГОХТО;1;
БОЛЕН-МОНИ; БОЛЕН — МОНИ;1;
УШМАН-МОШКА; УШМАН — МОШКА;1;
КРАБОВАЯ-МЫС АСТАФЬЕВА; КРАБОВАЯ — МЫС АСТАФЬЕВА;1;
РЫБНИКИ-КРАБОВАЯ; РЫБНИКИ — КРАБОВАЯ;1;
ТИХООКЕАНСКАЯ-РЫБНИКИ; ТИХООКЕАНСКАЯ — РЫБНИКИ;1;
ХАБЗАС-НАНХЧУЛ; ХАБЗАС — НАНХЧУЛ;1;
ХАРАНХОЙ-НАУШКИ; ХАРАНХОЙ — НАУШКИ;1;
КУЗНЕЦОВО-НАХОДКА; КУЗНЕЦОВО — НАХОДКА;1;
ЛОЗОВЫЙ-КУЗНЕЦОВО; ЛОЗОВЫЙ — КУЗНЕЦОВО;1;
ПАРТИЗАНСК-ЛОЗОВЫЙ; ПАРТИЗАНСК — ЛОЗОВЫЙ;1;
ХМЫЛОВСКИЙ-НАХОДКА-ВОСТОЧНАЯ; ХМЫЛОВСКИЙ — НАХОДКА-ВОСТОЧНАЯ;1;
КИРЕНГА-НЕБЕЛЬ; КИРЕНГА — НЕБЕЛЬ;1;
АЛЗАМАЙ-НИЖНЕУДИНСК; АЛЗАМАЙ — НИЖНЕУДИНСК;1;
БАЙРОНОВКА-АЛЗАМАЙ; БАЙРОНОВКА — АЛЗАМАЙ;1;
ТАЙШЕТ-БАЙРОНОВКА; ТАЙШЕТ — БАЙРОНОВКА;1;
ТАКОВКА-НИЯ; ТАКОВКА — НИЯ;1;
ТИМОНИНО-НОВАЯ ЕЛОВКА; ТИМОНИНО — НОВАЯ ЕЛОВКА;1;
АЧИНСК I-ТИМОНИНО; АЧИНСК I — ТИМОНИНО;1;
РЕШОТЫ-НОВОБИРЮСИНСКАЯ; РЕШОТЫ — НОВОБИРЮСИНСКАЯ;1;
ЛУЧКИ-НОВОКАЧАЛИНСК; ЛУЧКИ — НОВОКАЧАЛИНСК;1;
СИБИРЦЕВО-ЛУЧКИ; СИБИРЦЕВО — ЛУЧКИ;1;
ЯРОСЛАВКА-ПРИМОРСКАЯ-ЛУЧКИ; ЯРОСЛАВКА-ПРИМОРСКАЯ — ЛУЧКИ;1;
СМОЛЯНИНОВО-НОВОНЕЖИНО; СМОЛЯНИНОВО — НОВОНЕЖИНО;1;
АРСЕНЬЕВ-НОВОЧУГУЕВКА; АРСЕНЬЕВ — НОВОЧУГУЕВКА;1;
СИБИРЦЕВО-АРСЕНЬЕВ; СИБИРЦЕВО — АРСЕНЬЕВ;1;
СЕВЕРОБАЙКАЛЬСК-НОВЫЙ УОЯН; СЕВЕРОБАЙКАЛЬСК — НОВЫЙ УОЯН;1;
АНГАРАКАН-НОВЫЙ УОЯН; АНГАРАКАН — НОВЫЙ УОЯН;1;
СОЛОНИ-УРГАЛ I; СОЛОНИ — УРГАЛ I;1;
ФЕВРАЛЬСК-НОВЫЙ УРГАЛ; ФЕВРАЛЬСК — НОВЫЙ УРГАЛ;1;
АРХАРА-ОБЛУЧЬЕ; АРХАРА — ОБЛУЧЬЕ;1;
МОГОЙТУЙ-ОЛОВЯННАЯ; МОГОЙТУЙ — ОЛОВЯННАЯ;1;
БУРЯТСКАЯ-МОГОЙТУЙ; БУРЯТСКАЯ — МОГОЙТУЙ;1;
КУЗНЕЦОВСКИЙ-ОУНЭ; КУЗНЕЦОВСКИЙ — ОУНЭ;1;
КРАСНОАРМЕЙСКИЙ-ПАРТИЗАНСК; КРАСНОАРМЕЙСКИЙ — ПАРТИЗАНСК;1;
КУЛЬДУР-ПЕРЕВАЛЬНЫЙ; КУЛЬДУР — ПЕРЕВАЛЬНЫЙ;1;
ЗАВИТАЯ-ПОЯРКОВО; ЗАВИТАЯ — ПОЯРКОВО;1;
ДОСАТУЙ-ПРИАРГУНСК; ДОСАТУЙ — ПРИАРГУНСК;1;
УРУЛЮНГУЙ-ДОСАТУЙ; УРУЛЮНГУЙ — ДОСАТУЙ;1;
АЧИНСК II-ПРИГОРОДНЫЙ; АЧИНСК II — ПРИГОРОДНЫЙ;1;
КУЭНГА-ПРИИСКОВАЯ; КУЭНГА — ПРИИСКОВАЯ;1;
КОШУРНИКОВО-РАЗЪЕЗД 557 КМ; КОШУРНИКОВО — РАЗЪЕЗД 557 КМ;1;
ИРБА-РАЗЪЕЗД 557 КМ; ИРБА — РАЗЪЕЗД 557 КМ;1;
ГРОДЕКОВО-РАССЫПНАЯ ПАДЬ; ГРОДЕКОВО — РАССЫПНАЯ ПАДЬ;1;
РАССЫПНАЯ ПАДЬ-ГРОДЕКОВО (КИТАЙ); РАССЫПНАЯ ПАДЬ — ГРОДЕКОВО (КИТАЙ);1;
ИЛАНСКАЯ-РЕШОТЫ; ИЛАНСКАЯ — РЕШОТЫ;1;
ИГИРМА-РУДНОГОРСК; ИГИРМА — РУДНОГОРСК;1;
БЛОКПОСТ 1571 КМ-РУЖИНО; БЛОКПОСТ 1571 КМ — РУЖИНО;1;
ДАЛЬНЕРЕЧЕНСК I-БЛОКПОСТ 1571 КМ; ДАЛЬНЕРЕЧЕНСК I — БЛОКПОСТ 1571 КМ;1;
ЭБЕРГАРД-ДАЛЬНЕРЕЧЕНСК I; ЭБЕРГАРД — ДАЛЬНЕРЕЧЕНСК I;1;
ДАЛЬНЕРЕЧЕНСК II-БЛОКПОСТ 1571 КМ; ДАЛЬНЕРЕЧЕНСК II — БЛОКПОСТ 1571 КМ;1;
ЭБЕРГАРД-ДАЛЬНЕРЕЧЕНСК II; ЭБЕРГАРД — ДАЛЬНЕРЕЧЕНСК II;1;
ГУБЕРОВО-ЭБЕРГАРД; ГУБЕРОВО — ЭБЕРГАРД;1;
КИЛЬЧУГ-САЯНСКАЯ; КИЛЬЧУГ — САЯНСКАЯ;1;
СПАССК-ДАЛЬНИЙ-СИБИРЦЕВО; СПАССК-ДАЛЬНИЙ — СИБИРЦЕВО;1;
ШМАКОВКА-СПАССК-ДАЛЬНИЙ; ШМАКОВКА — СПАССК-ДАЛЬНИЙ;1;
РУЖИНО-ШМАКОВКА; РУЖИНО — ШМАКОВКА;1;
СЛЮДЯНКА I-СЛЮДЯНКА II; СЛЮДЯНКА I — СЛЮДЯНКА II;1;
ШКОТОВО-СМОЛЯНИНОВО; ШКОТОВО — СМОЛЯНИНОВО;1;
ПЕТРОВКА-СМОЛЯНИНОВО; ПЕТРОВКА — СМОЛЯНИНОВО;1;
БОЛЬШОЙ КАМЕНЬ-ПЕТРОВКА; БОЛЬШОЙ КАМЕНЬ — ПЕТРОВКА;1;
СТРЕЛКОВАЯ-ПЕТРОВКА; СТРЕЛКОВАЯ — ПЕТРОВКА;1;
ДУНАЙ-СТРЕЛКОВАЯ; ДУНАЙ — СТРЕЛКОВАЯ;1;
СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ-СОВЕТСКАЯ ГАВАНЬ- ГОРОД; СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ — СОВЕТСКАЯ ГАВАНЬ- ГОРОД;1;
ВАНИНО-СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ; ВАНИНО — СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ;1;
ВЫСОКОГОРНАЯ-СОЛЛУ; ВЫСОКОГОРНАЯ — СОЛЛУ;1;
УРУЛЬГА-СОЛНЦЕВАЯ; УРУЛЬГА — СОЛНЦЕВАЯ;1;
ТАРСКАЯ-УРУЛЬГА; ТАРСКАЯ — УРУЛЬГА;1;
КАРЫМСКАЯ-ТАРСКАЯ; КАРЫМСКАЯ — ТАРСКАЯ;1;
БОРЗЯ-СОЛОВЬЕВСК; БОРЗЯ — СОЛОВЬЕВСК;1;
ДУССЕ-АЛИНЬ-СОЛОНИ; ДУССЕ-АЛИНЬ — СОЛОНИ;1;
ПОСТЫШЕВО-СУЛУК; ПОСТЫШЕВО — СУЛУК;1;
БАМБУРОВО-СУХАНОВКА; БАМБУРОВО — СУХАНОВКА;1;
БЛЮХЕР-БАМБУРОВО; БЛЮХЕР — БАМБУРОВО;1;
ЗУЙ-СУХОВСКАЯ; ЗУЙ — СУХОВСКАЯ;1;
СУХОВСКАЯ-ЮЖНАЯ-СУХОВСКАЯ; СУХОВСКАЯ-ЮЖНАЯ — СУХОВСКАЯ;1;
АНГАРСК-СУХОВСКАЯ; АНГАРСК — СУХОВСКАЯ;1;
АНГАРСК-СУХОВСКАЯ-ЮЖНАЯ; АНГАРСК — СУХОВСКАЯ-ЮЖНАЯ;2;
КИТОЙ-АНГАРСК; КИТОЙ — АНГАРСК;1;
КИТОЙ-КОМБИНАТСКАЯ-КИТОЙ; КИТОЙ-КОМБИНАТСКАЯ — КИТОЙ;1;
НОВАЯ ЧАРА-СЮЛЬБАН; НОВАЯ ЧАРА — СЮЛЬБАН;1;
ИРБЕЙСКАЯ-ТАГУЛ; ИРБЕЙСКАЯ — ТАГУЛ;1;
САЯНСКАЯ-ИРБЕЙСКАЯ; САЯНСКАЯ — ИРБЕЙСКАЯ;1;
ТАГУЛ-ТАЙШЕТ; ТАГУЛ — ТАЙШЕТ;1;
НЕБЕЛЬ-ТАКОВКА; НЕБЕЛЬ — ТАКОВКА;1;
КУАНДА-ТАКСИМО; КУАНДА — ТАКСИМО;1;
БАЛБУХТА-КУАНДА; БАЛБУХТА — КУАНДА;1;
ПЕРЕВАЛЬНЫЙ-ТАЛАНДЖА; ПЕРЕВАЛЬНЫЙ — ТАЛАНДЖА;1;
БОЛЬШОЙ НЕВЕР-ТАЛДАН; БОЛЬШОЙ НЕВЕР — ТАЛДАН;1;
СКОВОРОДИНО-БОЛЬШОЙ НЕВЕР; СКОВОРОДИНО — БОЛЬШОЙ НЕВЕР;1;
ЧЕРНОГОРСКИЕ КОПИ-ТАШЕБА; ЧЕРНОГОРСКИЕ КОПИ — ТАШЕБА;1;
ТИГЕЙ-ТАШЕБА; ТИГЕЙ — ТАШЕБА;1;
ХОНЫХ-ТИГЕЙ; ХОНЫХ — ТИГЕЙ;1;
КАМЫШТА-ХОНЫХ; КАМЫШТА — ХОНЫХ;1;
АСКИЗ-КАМЫШТА; АСКИЗ — КАМЫШТА;1;
ОРОСИТЕЛЬНЫЙ-ХОНЫХ; ОРОСИТЕЛЬНЫЙ — ХОНЫХ;2;
БИСКАМЖА-ТЕЯ; БИСКАМЖА — ТЕЯ;1;
СОН-ТИСИН; СОН — ТИСИН;1;
ТУМАННЫЙ-СОН; ТУМАННЫЙ — СОН;1;
ЕРБИНСКАЯ-ТУМАННЫЙ; ЕРБИНСКАЯ — ТУМАННЫЙ;1;
ТИХООКЕАНСКАЯ-НАХОДКА; ТИХООКЕАНСКАЯ — НАХОДКА;1;
МОНГОХТО-ТОКИ; МОНГОХТО — ТОКИ;1;
ТАЙШЕТ-ТОРЕЯ; ТАЙШЕТ — ТОРЕЯ;30;
ТУШАМА-ТУБИНСКАЯ; ТУШАМА — ТУБИНСКАЯ;1;
АЗЕЙ-ТУЛУН; АЗЕЙ — ТУЛУН;1;
КУЙТУН-АЗЕЙ; КУЙТУН — АЗЕЙ;1;
ПЕРЕВОЗ-КУЙТУН; ПЕРЕВОЗ — КУЙТУН;1;
ЗИМА-ПЕРЕВОЗ; ЗИМА — ПЕРЕВОЗ;1;
УДА II-ТУЛУН; УДА II — ТУЛУН;1;
НИЖНЕУДИНСК-УДА II; НИЖНЕУДИНСК — УДА II;1;
ОРОСИТЕЛЬНЫЙ-ЕРБИНСКАЯ; ОРОСИТЕЛЬНЫЙ — ЕРБИНСКАЯ;1;
ТИГЕЙ-ОРОСИТЕЛЬНЫЙ; ТИГЕЙ — ОРОСИТЕЛЬНЫЙ;1;
ТОРЕЯ-ТУРМА; ТОРЕЯ — ТУРМА;1;
РУДНОГОРСК-ТУШАМА; РУДНОГОРСК — ТУШАМА;1;
КУВЫКТА-ТЫНДА; КУВЫКТА — ТЫНДА;1;
ЛОПЧА-КУВЫКТА; ЛОПЧА — КУВЫКТА;1;
ЮКТАЛИ-ЛОПЧА; ЮКТАЛИ — ЛОПЧА;1;
ТАЛАНДЖА-ТЫРМА; ТАЛАНДЖА — ТЫРМА;1;
МОШКА-ТЫРМА; МОШКА — ТЫРМА;1;
СЕВЕРОБАЙКАЛЬСК-ТЫЯ; СЕВЕРОБАЙКАЛЬСК — ТЫЯ;1;
АМУРСКИЙ ЗАЛИВ-УГОЛЬНАЯ; АМУРСКИЙ ЗАЛИВ — УГОЛЬНАЯ;1;
УГЛОВАЯ-УГОЛЬНАЯ; УГЛОВАЯ — УГОЛЬНАЯ;2;
ТИСИН-УЖУР; ТИСИН — УЖУР;1;
МЫСОВАЯ-УЛАН-УДЭ; МЫСОВАЯ — УЛАН-УДЭ;1;
БАЙКАЛЬСК-МЫСОВАЯ; БАЙКАЛЬСК — МЫСОВАЯ;1;
СЛЮДЯНКА I-БАЙКАЛЬСК; СЛЮДЯНКА I — БАЙКАЛЬСК;1;
ПРИГОРОДНЫЙ-УЛУЙ; ПРИГОРОДНЫЙ — УЛУЙ;1;
ЕРОФЕЙ ПАВЛОВИЧ-УРУША; ЕРОФЕЙ ПАВЛОВИЧ — УРУША;1;
ДУБИНИНСКИЙ-УССУРИЙСК; ДУБИНИНСКИЙ — УССУРИЙСК;1;
СИБИРЦЕВО-ДУБИНИНСКИЙ; СИБИРЦЕВО — ДУБИНИНСКИЙ;1;
ВОЗДВИЖЕНСКИЙ-ДУБИНИНСКИЙ; ВОЗДВИЖЕНСКИЙ — ДУБИНИНСКИЙ;3;
ДИАБАЗОВЫЙ-УСТЬ-ИЛИМСК; ДИАБАЗОВЫЙ — УСТЬ-ИЛИМСК;1;
ЯГДЫНЬЯ-УШМАН; ЯГДЫНЬЯ — УШМАН;1;
АБАЗА-АСКИЗ; АБАЗА — АСКИЗ;1;
АБАКАН-ТАШЕБА; АБАКАН — ТАШЕБА;1;
АБАЛАКОВО-СУРИКОВО; АБАЛАКОВО — СУРИКОВО;1;
СУРИКОВО-ТИМОНИНО; СУРИКОВО — ТИМОНИНО;1;
АНГАРАКАН-КАЗАНКАН; АНГАРАКАН — КАЗАНКАН;1;
АНГАРАКАН-ПЕРЕВАЛ; АНГАРАКАН — ПЕРЕВАЛ;2;
АНДРИАНОВСКАЯ-АНГАСОЛКА; АНДРИАНОВСКАЯ — АНГАСОЛКА;1;
АНГАСОЛКА-СЛЮДЯНКА II; АНГАСОЛКА — СЛЮДЯНКА II;1;
СЛЮДЯНКА II-КУЛТУК; СЛЮДЯНКА II — КУЛТУК;1;
КУЛТУК-БАЙКАЛ; КУЛТУК — БАЙКАЛ;1;
АНИСИМОВКА-НОВОНЕЖИНО; АНИСИМОВКА — НОВОНЕЖИНО;1;
АРХАРА-БУРЕЯ; АРХАРА — БУРЕЯ;1;
АЧИНСК I-ЗЕРЦАЛЫ; АЧИНСК I — ЗЕРЦАЛЫ;1;
ЗЕРЦАЛЫ-БОГОТОЛ; ЗЕРЦАЛЫ — БОГОТОЛ;1;
АЧИНСК II-АЧИНСК I; АЧИНСК II — АЧИНСК I;1;
БАЗАИХА-ЗЛОБИНО; БАЗАИХА — ЗЛОБИНО;1;
БАЛБУХТА-СЮЛЬБАН; БАЛБУХТА — СЮЛЬБАН;1;
БАМБУРОВО-ПРИМОРСКАЯ; БАМБУРОВО — ПРИМОРСКАЯ;1;
ПРИМОРСКАЯ-БАРАНОВСКИЙ; ПРИМОРСКАЯ — БАРАНОВСКИЙ;1;
БЕЛОГОРСК-ЛЕДЯНАЯ; БЕЛОГОРСК — ЛЕДЯНАЯ;1;
ЛЕДЯНАЯ-ШИМАНОВСКАЯ; ЛЕДЯНАЯ — ШИМАНОВСКАЯ;1;
БЕЛОГОРСК II-БЕЛОГОРСК; БЕЛОГОРСК II — БЕЛОГОРСК;1;
БЕРКАКИТ-БЕСТУЖЕВО; БЕРКАКИТ — БЕСТУЖЕВО;1;
БЕСТУЖЕВО-ШАХТАУМ; БЕСТУЖЕВО — ШАХТАУМ;1;
ШАХТАУМ-ТЫНДА; ШАХТАУМ — ТЫНДА;1;
БЕРКАКИТ-НЕРЮНГРИ-ПАССАЖИРСКАЯ; БЕРКАКИТ — НЕРЮНГРИ-ПАССАЖИРСКАЯ;1;
НЕРЮНГРИ-ПАССАЖИРСКАЯ-НЕРЮНГРИ-ГРУЗОВАЯ; НЕРЮНГРИ-ПАССАЖИРСКАЯ — НЕРЮНГРИ-ГРУЗОВАЯ;1;
БИКИН-РОЗЕНГАРТОВКА; БИКИН — РОЗЕНГАРТОВКА;1;
РОЗЕНГАРТОВКА-ВЯЗЕМСКАЯ; РОЗЕНГАРТОВКА — ВЯЗЕМСКАЯ;1;
ВЯЗЕМСКАЯ-КРУГЛИКОВО; ВЯЗЕМСКАЯ — КРУГЛИКОВО;1;
КРУГЛИКОВО-ХАБАРОВСК II; КРУГЛИКОВО — ХАБАРОВСК II;1;
БИСКАМЖА-НАНХЧУЛ; БИСКАМЖА — НАНХЧУЛ;1;
БИСКАМЖА-МЕЖДУРЕЧЕНСК; БИСКАМЖА — МЕЖДУРЕЧЕНСК;1;
БЛАГОВЕЩЕНСК-БЕЛОГОРСК; БЛАГОВЕЩЕНСК — БЕЛОГОРСК;1;
БЛОКПОСТ 197 КМ-ОУНЭ; БЛОКПОСТ 197 КМ — ОУНЭ;1;
БОГОТОЛ-МАРИИНСК; БОГОТОЛ — МАРИИНСК;1;
БОЛЕН-ПОСТЫШЕВО; БОЛЕН — ПОСТЫШЕВО;1;
БОЛЬШОЙ ЛУГ-АНДРИАНОВСКАЯ; БОЛЬШОЙ ЛУГ — АНДРИАНОВСКАЯ;1;
БОРЗЯ-ЗУН-ТОРЕЙ; БОРЗЯ — ЗУН-ТОРЕЙ;1;
ЗУН-ТОРЕЙ-ШАХТЕРСКАЯ; ЗУН-ТОРЕЙ — ШАХТЕРСКАЯ;1;
ШАХТЕРСКАЯ-ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ; ШАХТЕРСКАЯ — ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ;1;
ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ-ОЛОВЯННАЯ; ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ — ОЛОВЯННАЯ;1;
БУГАЧ-ЧЕРНОРЕЧЕНСКАЯ; БУГАЧ — ЧЕРНОРЕЧЕНСКАЯ;1;
БУГАЧ-КРАСНОЯРСК; БУГАЧ — КРАСНОЯРСК;2;
БУРЕЯ-ЗАВИТАЯ; БУРЕЯ — ЗАВИТАЯ;1;
БУРЯТСКАЯ-АДРИАНОВКА; БУРЯТСКАЯ — АДРИАНОВКА;1;
АДРИАНОВКА-ТАРСКАЯ; АДРИАНОВКА — ТАРСКАЯ;1;
ВАНИНО-ТОКИ; ВАНИНО — ТОКИ;1;
ВЕРХНЕЗЕЙСК-ДИПКУН; ВЕРХНЕЗЕЙСК — ДИПКУН;1;
ДИПКУН-БЕСТУЖЕВО; ДИПКУН — БЕСТУЖЕВО;1;
ВИХОРЕВКА-ТУРМА; ВИХОРЕВКА — ТУРМА;1;
ВЛАДИВОСТОК-ПЕРВАЯ РЕЧКА; ВЛАДИВОСТОК — ПЕРВАЯ РЕЧКА;1;
ЗАОЗЕРНАЯ-УЯР; ЗАОЗЕРНАЯ — УЯР;1;
ЗЫКОВО-УЯР; ЗЫКОВО — УЯР;1;
КРАСНОЯРСК-ВОСТОЧНЫЙ-ЗЫКОВО; КРАСНОЯРСК-ВОСТОЧНЫЙ — ЗЫКОВО;1;
ВЕРХНЕЗЕЙСК-ФЕВРАЛЬСК; ВЕРХНЕЗЕЙСК — ФЕВРАЛЬСК;1;
ХАБАРОВСК I-ХАБАРОВСК II; ХАБАРОВСК I — ХАБАРОВСК II;1;
АСКИЗ-ХАБЗАС; АСКИЗ — ХАБЗАС;1;
ИКАБЬЯКАН-ХАНИ; ИКАБЬЯКАН — ХАНИ;1;
БОРЗЯ-ХАРАНОР; БОРЗЯ — ХАРАНОР;1;
ГУСИНОЕ ОЗЕРО-ХАРАНХОЙ; ГУСИНОЕ ОЗЕРО — ХАРАНХОЙ;1;
ЗАГУСТАЙ-ГУСИНОЕ ОЗЕРО; ЗАГУСТАЙ — ГУСИНОЕ ОЗЕРО;1;
МАХАЛИНО-ХАСАН; МАХАЛИНО — ХАСАН;1;
ГВОЗДЕВО-МАХАЛИНО; ГВОЗДЕВО — МАХАЛИНО;1;
КАМЫШОВАЯ-МАХАЛИНО; КАМЫШОВАЯ — МАХАЛИНО;1;
ПОСЬЕТ-ГВОЗДЕВО; ПОСЬЕТ — ГВОЗДЕВО;1;
ЖИПХЕГЕН-ХИЛОК; ЖИПХЕГЕН — ХИЛОК;1;
ПЕТРОВСКИЙ ЗАВОД-ЖИПХЕГЕН; ПЕТРОВСКИЙ ЗАВОД — ЖИПХЕГЕН;1;
НАХОДКА-ХМЫЛОВСКИЙ; НАХОДКА — ХМЫЛОВСКИЙ;1;
БУРЕЯ-ХОЛОДНЫЙ КЛЮЧ; БУРЕЯ — ХОЛОДНЫЙ КЛЮЧ;1;
КОРШУНИХА-АНГАРСКАЯ-ХРЕБТОВАЯ; КОРШУНИХА-АНГАРСКАЯ — ХРЕБТОВАЯ;1;
УРГАЛ I-ЧЕГДОМЫН; УРГАЛ I — ЧЕГДОМЫН;1;
ГОРХОН-ЧЕЛУТАЙ; ГОРХОН — ЧЕЛУТАЙ;1;
ТАЛЬЦЫ-ЗАУДИНСКИЙ; ТАЛЬЦЫ — ЗАУДИНСКИЙ;1;
ТАЛЬЦЫ-ЧЕЛУТАЙ; ТАЛЬЦЫ — ЧЕЛУТАЙ;1;
АЧИНСК I-ЧЕРНОРЕЧЕНСКАЯ; АЧИНСК I — ЧЕРНОРЕЧЕНСКАЯ;1;
ЖИРЕКЕН-ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ; ЖИРЕКЕН — ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ;1;
КАДАЛА-ЧИТА I; КАДАЛА — ЧИТА I;1;
ЛЕСНАЯ-КАДАЛА; ЛЕСНАЯ — КАДАЛА;1;
ГОЛУБИЧНАЯ-ЛЕСНАЯ; ГОЛУБИЧНАЯ — ЛЕСНАЯ;1;
ЗВЕЗДНАЯ-ЧУДНИЧНЫЙ; ЗВЕЗДНАЯ — ЧУДНИЧНЫЙ;1;
НОВОБИРЮСИНСКАЯ-ЧУНОЯР; НОВОБИРЮСИНСКАЯ — ЧУНОЯР;1;
БАЗЫР-ШАРЫПОВО; БАЗЫР — ШАРЫПОВО;1;
ПРИИСКОВАЯ-ШИЛКА-ПАССАЖИРСКАЯ; ПРИИСКОВАЯ — ШИЛКА-ПАССАЖИРСКАЯ;1;
ШИЛКА-ПАССАЖИРСКАЯ-ШИЛКА-ТОВАРНАЯ; ШИЛКА-ПАССАЖИРСКАЯ — ШИЛКА-ТОВАРНАЯ;1;
СОЛНЦЕВАЯ-ШИЛКА-ТОВАРНАЯ; СОЛНЦЕВАЯ — ШИЛКА-ТОВАРНАЯ;1;
УШУМУН-ШИМАНОВСКАЯ; УШУМУН — ШИМАНОВСКАЯ;1;
МАГДАГАЧИ-УШУМУН; МАГДАГАЧИ — УШУМУН;1;
АРТЕМ-ПРИМОРСКИЙ III-ШКОТОВО; АРТЕМ-ПРИМОРСКИЙ III — ШКОТОВО;1;
АРТЕМ-ПРИМОРСКИЙ I-АРТЕМ-ПРИМОРСКИЙ III; АРТЕМ-ПРИМОРСКИЙ I — АРТЕМ-ПРИМОРСКИЙ III;1;
УГЛОВАЯ-АРТЕМ-ПРИМОРСКИЙ I; УГЛОВАЯ — АРТЕМ-ПРИМОРСКИЙ I;1;
АМУРСКИЙ ЗАЛИВ-УГЛОВАЯ; АМУРСКИЙ ЗАЛИВ — УГЛОВАЯ;1;
НАДЕЖДИНСКАЯ-АМУРСКИЙ ЗАЛИВ; НАДЕЖДИНСКАЯ — АМУРСКИЙ ЗАЛИВ;1;
БАРАНОВСКИЙ-НАДЕЖДИНСКАЯ; БАРАНОВСКИЙ — НАДЕЖДИНСКАЯ;1;
УССУРИЙСК-БАРАНОВСКИЙ; УССУРИЙСК — БАРАНОВСКИЙ;1;
ТЫНДА-ШТУРМ; ТЫНДА — ШТУРМ;1;
ШАРЫПОВО-ШУШЬ; ШАРЫПОВО — ШУШЬ;1;
КРАСНАЯ СОПКА-ШУШЬ; КРАСНАЯ СОПКА — ШУШЬ;1;
САЯНСКАЯ-ЩЕТИНКИНО; САЯНСКАЯ — ЩЕТИНКИНО;2;
МОНИ-ЭВОРОН; МОНИ — ЭВОРОН;1;
СЕЛИХИН-ЭЛЬДИГАН; СЕЛИХИН — ЭЛЬДИГАН;1;
